Age,Income,Employment_Status,Education_Level,Marital_Status,Number_of_Dependents,Credit_Utilization_Ratio,Missed_Payments_90days,Total_Credit_Accounts,Debt_to_Income_Ratio,Length_of_Credit_History,Bankruptcies,Credit_Score,Credit_Score_Label
63,121844.95,Retired,PhD,Married,3,40.74,2,1,30.4,8.3,0,727.4966666666667,Good
44,46046.69,Unemployed,Bachelor,Single,4,59.21,1,11,28.8,5.1,0,728.795,Good
51,145075.86,Unemployed,Bachelor,Married,3,18.28,1,8,56.42,14.1,0,674.0533333333334,Good
20,149700.04,Self-Employed,High School,Married,2,70.45,0,9,21.96,5.0,0,682.4549999999999,Good
54,129398.86,Self-Employed,PhD,Divorced,1,49.18,1,3,15.85,18.9,0,729.1266666666667,Good
31,129015.73,Retired,PhD,Single,3,13.97,1,9,53.85,7.7,0,672.0649999999999,Good
26,67999.96,Retired,Master,Divorced,1,21.95,1,12,33.7,8.8,0,689.7916666666666,Good
47,130652.65,Retired,PhD,Single,3,67.73,0,9,31.69,3.5,0,711.5716666666666,Good
21,42587.95,Employed,Bachelor,Married,1,48.7,2,7,50.99,2.9,0,734.6533333333333,Good
41,50492.97,Unemployed,High School,Single,4,78.93,1,13,32.1,4.6,0,712.8349999999999,Good
51,80072.65,Employed,High School,Divorced,1,60.43,4,12,5.5,16.5,0,734.9516666666666,Good
31,129015.73,Retired,PhD,Single,3,13.97,1,9,53.85,7.7,0,672.0649999999999,Good
31,129015.73,Retired,PhD,Single,3,13.97,1,9,53.85,7.7,0,672.0649999999999,Good
37,87760.44,Self-Employed,Bachelor,Divorced,4,13.93,2,9,34.73,5.4,0,726.4583333333333,Good
45,126593.1,Employed,High School,Divorced,3,40.79,0,5,49.32,9.5,0,711.165,Good
59,132957.08,Unemployed,Master,Married,3,6.66,0,6,36.54,9.8,0,729.49,Good
47,130652.65,Retired,PhD,Single,3,67.73,0,9,31.69,3.5,0,711.5716666666666,Good
36,31651.42,Employed,PhD,Divorced,0,65.87,1,10,28.7,10.8,0,730.4983333333333,Good
27,88444.9,Retired,High School,Married,4,15.23,2,1,42.73,17.3,0,694.1416666666667,Good
57,126711.99,Unemployed,High School,Married,0,57.1,3,3,5.5,10.5,0,716.6166666666667,Good
28,138389.21,Retired,Bachelor,Married,4,73.68,1,7,22.63,13.7,0,710.6166666666667,Good
31,129015.73,Retired,PhD,Single,3,13.97,1,9,53.85,7.7,0,672.0649999999999,Good
24,94271.46,Unemployed,Master,Single,1,26.71,2,11,57.08,13.4,0,710.6183333333333,Good
51,88934.47,Retired,Bachelor,Single,1,49.22,4,9,56.25,16.6,0,677.64,Good
33,34159.38,Retired,Bachelor,Married,1,20.52,3,2,34.95,11.4,0,695.09,Good
67,84751.8,Employed,High School,Married,0,56.55,3,6,35.28,12.0,0,708.965,Good
22,101739.43,Retired,PhD,Single,1,13.69,2,9,34.8,7.0,0,682.555,Good
67,84751.8,Employed,High School,Married,0,56.55,3,6,35.28,12.0,0,708.965,Good
44,104924.19,Unemployed,Master,Divorced,1,35.84,1,9,27.53,3.9,0,700.9033333333334,Good
29,62436.36,Unemployed,Bachelor,Divorced,0,15.65,2,6,35.29,10.5,0,700.4116666666666,Good
27,107020.75,Employed,Master,Single,1,20.16,0,2,20.65,7.3,0,727.0366666666666,Good
21,42587.95,Employed,Bachelor,Married,1,48.7,2,7,50.99,2.9,0,734.6533333333333,Good
54,33287.65,Retired,Bachelor,Single,2,46.88,2,8,54.42,10.8,0,691.42,Good
65,55088.46,Employed,PhD,Married,4,27.71,0,14,58.12,14.8,0,674.7716666666666,Good
34,89479.27,Employed,PhD,Single,3,26.25,0,8,43.99,5.5,0,736.2116666666667,Good
64,63200.9,Retired,High School,Single,2,54.75,2,14,47.9,2.3,0,697.6583333333333,Good
59,20335.92,Employed,Bachelor,Divorced,3,65.99,0,6,8.61,10.5,0,714.135,Good
22,101739.43,Retired,PhD,Single,1,13.69,2,9,34.8,7.0,0,682.555,Good
65,104566.51,Employed,Master,Single,2,45.17,1,4,31.53,4.9,0,706.905,Good
64,41675.0,Unemployed,Bachelor,Married,2,9.58,1,4,33.78,7.1,0,671.95,Good
42,49555.63,Retired,High School,Divorced,4,12.39,1,6,54.88,7.2,0,675.5116666666667,Good
27,88444.9,Retired,High School,Married,4,15.23,2,1,42.73,17.3,0,694.1416666666667,Good
29,77463.17,Unemployed,High School,Single,0,59.4,4,8,54.81,13.9,0,725.03,Good
51,80072.65,Employed,High School,Divorced,1,60.43,4,12,5.5,16.5,0,734.9516666666666,Good
22,101739.43,Retired,PhD,Single,1,13.69,2,9,34.8,7.0,0,682.555,Good
30,41109.65,Employed,Master,Single,4,28.41,4,7,51.34,10.7,0,722.6816666666666,Good
61,45292.58,Retired,Bachelor,Married,2,24.88,2,5,10.47,8.5,0,730.0699999999999,Good
26,67999.96,Retired,Master,Divorced,1,21.95,1,12,33.7,8.8,0,689.7916666666666,Good
26,96318.87,Unemployed,High School,Divorced,0,22.0,0,2,34.02,2.0,0,722.66,Good
51,80072.65,Employed,High School,Divorced,1,60.43,4,12,5.5,16.5,0,734.9516666666666,Good
54,113799.27,Retired,Master,Divorced,0,5.83,2,3,17.96,5.8,0,728.0983333333334,Good
28,138389.21,Retired,Bachelor,Married,4,73.68,1,7,22.63,13.7,0,710.6166666666667,Good
33,34159.38,Retired,Bachelor,Married,1,20.52,3,2,34.95,11.4,0,695.09,Good
41,25676.02,Employed,Master,Married,4,38.54,1,13,16.58,1.8,0,683.2033333333334,Good
28,138389.21,Retired,Bachelor,Married,4,73.68,1,7,22.63,13.7,0,710.6166666666667,Good
26,96318.87,Unemployed,High School,Divorced,0,22.0,0,2,34.02,2.0,0,722.66,Good
36,31651.42,Employed,PhD,Divorced,0,65.87,1,10,28.7,10.8,0,730.4983333333333,Good
47,90629.07,Unemployed,PhD,Married,1,43.11,1,4,57.1,2.3,0,700.4116666666667,Good
51,145075.86,Unemployed,Bachelor,Married,3,18.28,1,8,56.42,14.1,0,674.0533333333334,Good
36,114187.19,Employed,High School,Married,1,64.4,4,7,12.01,8.9,0,684.7966666666666,Good
31,33855.23,Retired,Bachelor,Divorced,3,60.48,0,11,30.71,14.8,0,696.5233333333333,Good
39,97777.19,Employed,Bachelor,Divorced,2,24.09,4,11,25.17,12.5,0,701.565,Good
54,129398.86,Self-Employed,PhD,Divorced,1,49.18,1,3,15.85,18.9,0,729.1266666666667,Good
54,51739.15,Retired,Bachelor,Single,4,38.45,0,8,12.1,16.0,0,735.7416666666667,Good
49,107859.36,Employed,PhD,Single,0,33.35,1,11,16.59,9.6,0,718.7950000000001,Good
57,126711.99,Unemployed,High School,Married,0,57.1,3,3,5.5,10.5,0,716.6166666666667,Good
64,41675.0,Unemployed,Bachelor,Married,2,9.58,1,4,33.78,7.1,0,671.95,Good
37,87760.44,Self-Employed,Bachelor,Divorced,4,13.93,2,9,34.73,5.4,0,726.4583333333333,Good
31,142759.47,Self-Employed,High School,Divorced,2,55.52,0,10,55.1,11.5,0,695.8733333333333,Good
36,118714.76,Employed,High School,Divorced,3,13.11,3,2,30.02,16.4,0,697.4383333333334,Good
64,83854.22,Unemployed,PhD,Single,1,54.33,0,2,42.25,16.8,0,678.7516666666668,Good
46,101246.88,Retired,PhD,Divorced,1,36.13,3,14,49.99,1.6,0,677.2716666666666,Good
30,110849.96,Employed,Bachelor,Married,4,8.82,0,1,29.94,16.3,0,704.61,Good
24,100255.73,Retired,PhD,Married,2,19.47,1,6,11.65,12.0,0,713.3816666666667,Good
46,103063.42,Self-Employed,Bachelor,Single,4,36.16,1,10,47.97,6.6,0,715.93,Good
51,137765.84,Retired,PhD,Single,3,15.26,2,14,14.66,10.7,0,672.4833333333333,Good
33,69299.72,Employed,Master,Divorced,3,16.54,4,11,5.32,11.3,0,721.9566666666667,Good
42,49555.63,Retired,High School,Divorced,4,12.39,1,6,54.88,7.2,0,675.5116666666667,Good
33,34159.38,Retired,Bachelor,Married,1,20.52,3,2,34.95,11.4,0,695.09,Good
49,62370.31,Unemployed,PhD,Divorced,4,65.61,0,11,27.88,15.6,0,675.9016666666668,Good
31,129015.73,Retired,PhD,Single,3,13.97,1,9,53.85,7.7,0,672.0649999999999,Good
57,126711.99,Unemployed,High School,Married,0,57.1,3,3,5.5,10.5,0,716.6166666666667,Good
25,69931.78,Self-Employed,Bachelor,Divorced,1,28.49,2,8,46.98,3.7,0,670.095,Good
20,149700.04,Self-Employed,High School,Married,2,70.45,0,9,21.96,5.0,0,682.4549999999999,Good
64,63200.9,Retired,High School,Single,2,54.75,2,14,47.9,2.3,0,697.6583333333333,Good
54,71564.42,Self-Employed,Bachelor,Divorced,0,37.55,4,6,44.04,11.8,0,725.5450000000001,Good
67,84751.8,Employed,High School,Married,0,56.55,3,6,35.28,12.0,0,708.965,Good
59,121596.88,Employed,Master,Single,2,72.02,0,1,43.87,4.2,0,700.3666666666667,Good
36,114187.19,Employed,High School,Married,1,64.4,4,7,12.01,8.9,0,684.7966666666666,Good
51,137765.84,Retired,PhD,Single,3,15.26,2,14,14.66,10.7,0,672.4833333333333,Good
28,138389.21,Retired,Bachelor,Married,4,73.68,1,7,22.63,13.7,0,710.6166666666667,Good
25,69931.78,Self-Employed,Bachelor,Divorced,1,28.49,2,8,46.98,3.7,0,670.095,Good
30,41109.65,Employed,Master,Single,4,28.41,4,7,51.34,10.7,0,722.6816666666666,Good
26,67999.96,Retired,Master,Divorced,1,21.95,1,12,33.7,8.8,0,689.7916666666666,Good
26,96318.87,Unemployed,High School,Divorced,0,22.0,0,2,34.02,2.0,0,722.66,Good
34,89479.27,Employed,PhD,Single,3,26.25,0,8,43.99,5.5,0,736.2116666666667,Good
45,126593.1,Employed,High School,Divorced,3,40.79,0,5,49.32,9.5,0,711.165,Good
31,33855.23,Retired,Bachelor,Divorced,3,60.48,0,11,30.71,14.8,0,696.5233333333333,Good
34,89479.27,Employed,PhD,Single,3,26.25,0,8,43.99,5.5,0,736.2116666666667,Good
27,107020.75,Employed,Master,Single,1,20.16,0,2,20.65,7.3,0,727.0366666666666,Good
25,128679.75,Employed,High School,Married,4,47.14,2,12,33.0,11.6,0,737.43,Good
54,113799.27,Retired,Master,Divorced,0,5.83,2,3,17.96,5.8,0,728.0983333333334,Good
65,55088.46,Employed,PhD,Married,4,27.71,0,14,58.12,14.8,0,674.7716666666666,Good
49,107859.36,Employed,PhD,Single,0,33.35,1,11,16.59,9.6,0,718.7950000000001,Good
67,119907.52,Employed,PhD,Single,2,34.06,2,11,53.83,5.1,0,736.0266666666666,Good
51,137765.84,Retired,PhD,Single,3,15.26,2,14,14.66,10.7,0,672.4833333333333,Good
36,118714.76,Employed,High School,Divorced,3,13.11,3,2,30.02,16.4,0,697.4383333333334,Good
51,137765.84,Retired,PhD,Single,3,15.26,2,14,14.66,10.7,0,672.4833333333333,Good
60,33387.59,Unemployed,High School,Single,1,51.9,1,14,9.91,5.2,0,688.7466666666667,Good
61,45292.58,Retired,Bachelor,Married,2,24.88,2,5,10.47,8.5,0,730.0699999999999,Good
33,22992.94,Retired,PhD,Married,4,51.08,0,4,52.24,12.2,0,722.0466666666667,Good
44,59110.9,Employed,PhD,Single,4,61.38,0,5,12.6,5.7,0,671.1099999999999,Good
54,51739.15,Retired,Bachelor,Single,4,38.45,0,8,12.1,16.0,0,735.7416666666667,Good
20,76375.19,Retired,High School,Divorced,4,19.57,0,9,47.37,14.9,0,682.4250000000001,Good
45,126593.1,Employed,High School,Divorced,3,40.79,0,5,49.32,9.5,0,711.165,Good
68,31743.8,Retired,Master,Single,3,51.4,1,14,47.57,5.2,0,679.4433333333333,Good
30,41109.65,Employed,Master,Single,4,28.41,4,7,51.34,10.7,0,722.6816666666666,Good
39,147965.68,Retired,Bachelor,Married,2,25.96,0,14,27.44,19.5,0,705.8733333333333,Good
26,29871.34,Self-Employed,PhD,Divorced,1,8.25,1,5,13.77,8.3,1,727.285,Good
38,92362.82,Self-Employed,Bachelor,Single,3,72.01,1,14,28.33,9.5,0,707.5516666666666,Good
31,33855.23,Retired,Bachelor,Divorced,3,60.48,0,11,30.71,14.8,0,696.5233333333333,Good
44,104924.19,Unemployed,Master,Divorced,1,35.84,1,9,27.53,3.9,0,700.9033333333334,Good
31,33855.23,Retired,Bachelor,Divorced,3,60.48,0,11,30.71,14.8,0,696.5233333333333,Good
31,97873.82,Unemployed,High School,Single,2,57.36,3,6,41.62,7.2,0,703.4466666666667,Good
25,24404.29,Unemployed,High School,Single,0,14.53,1,5,5.89,15.6,0,728.7716666666666,Good
25,69931.78,Self-Employed,Bachelor,Divorced,1,28.49,2,8,46.98,3.7,0,670.095,Good
26,96318.87,Unemployed,High School,Divorced,0,22.0,0,2,34.02,2.0,0,722.66,Good
69,26252.3,Employed,Master,Married,4,15.18,2,11,9.28,1.2,0,674.3166666666666,Good
33,69299.72,Employed,Master,Divorced,3,16.54,4,11,5.32,11.3,0,721.9566666666667,Good
41,25676.02,Employed,Master,Married,4,38.54,1,13,16.58,1.8,0,683.2033333333334,Good
54,33287.65,Retired,Bachelor,Single,2,46.88,2,8,54.42,10.8,0,691.42,Good
31,33855.23,Retired,Bachelor,Divorced,3,60.48,0,11,30.71,14.8,0,696.5233333333333,Good
25,69931.78,Self-Employed,Bachelor,Divorced,1,28.49,2,8,46.98,3.7,0,670.095,Good
69,89356.55,Employed,Master,Single,3,13.36,2,2,22.64,8.8,0,694.7733333333334,Good
51,80072.65,Employed,High School,Divorced,1,60.43,4,12,5.5,16.5,0,734.9516666666666,Good
65,104566.51,Employed,Master,Single,2,45.17,1,4,31.53,4.9,0,706.905,Good
44,92449.7,Employed,Bachelor,Divorced,1,24.84,3,14,35.9,18.8,0,716.6133333333333,Good
44,59110.9,Employed,PhD,Single,4,61.38,0,5,12.6,5.7,0,671.1099999999999,Good
58,43673.93,Employed,High School,Divorced,1,77.24,1,3,14.06,7.2,0,728.6933333333334,Good
65,55088.46,Employed,PhD,Married,4,27.71,0,14,58.12,14.8,0,674.7716666666666,Good
31,133003.75,Unemployed,High School,Married,0,29.35,1,12,26.47,5.3,0,672.5016666666667,Good
58,73232.12,Self-Employed,High School,Single,2,28.8,2,1,5.7,13.4,0,675.7,Good
56,62776.68,Self-Employed,PhD,Divorced,2,12.31,4,4,27.73,18.2,0,738.6016666666667,Good
45,126593.1,Employed,High School,Divorced,3,40.79,0,5,49.32,9.5,0,711.165,Good
69,26252.3,Employed,Master,Married,4,15.18,2,11,9.28,1.2,0,674.3166666666666,Good
28,101218.97,Retired,Master,Single,2,8.52,3,5,51.03,6.0,0,737.73,Good
28,101218.97,Retired,Master,Single,2,8.52,3,5,51.03,6.0,0,737.73,Good
59,20335.92,Employed,Bachelor,Divorced,3,65.99,0,6,8.61,10.5,0,714.135,Good
25,24404.29,Unemployed,High School,Single,0,14.53,1,5,5.89,15.6,0,728.7716666666666,Good
58,43673.93,Employed,High School,Divorced,1,77.24,1,3,14.06,7.2,0,728.6933333333334,Good
27,88444.9,Retired,High School,Married,4,15.23,2,1,42.73,17.3,0,694.1416666666667,Good
38,48536.37,Employed,Bachelor,Single,3,53.97,2,9,58.63,6.4,0,727.4716666666667,Good
55,53416.14,Retired,PhD,Divorced,4,65.15,4,7,36.32,18.8,0,685.3183333333334,Good
27,81123.74,Employed,Master,Single,1,38.41,2,6,10.33,13.1,0,682.3516666666666,Good
27,88444.9,Retired,High School,Married,4,15.23,2,1,42.73,17.3,0,694.1416666666667,Good
64,63200.9,Retired,High School,Single,2,54.75,2,14,47.9,2.3,0,697.6583333333333,Good
39,147965.68,Retired,Bachelor,Married,2,25.96,0,14,27.44,19.5,0,705.8733333333333,Good
25,69931.78,Self-Employed,Bachelor,Divorced,1,28.49,2,8,46.98,3.7,0,670.095,Good
28,138389.21,Retired,Bachelor,Married,4,73.68,1,7,22.63,13.7,0,710.6166666666667,Good
58,91359.86,Unemployed,High School,Married,3,26.17,4,11,46.86,13.0,0,731.295,Good
68,31743.8,Retired,Master,Single,3,51.4,1,14,47.57,5.2,0,679.4433333333333,Good
27,81123.74,Employed,Master,Single,1,38.41,2,6,10.33,13.1,0,682.3516666666666,Good
58,88254.1,Employed,Master,Divorced,2,29.28,1,6,50.07,18.0,0,701.67,Good
54,33287.65,Retired,Bachelor,Single,2,46.88,2,8,54.42,10.8,0,691.42,Good
51,88934.47,Retired,Bachelor,Single,1,49.22,4,9,56.25,16.6,0,677.64,Good
37,87760.44,Self-Employed,Bachelor,Divorced,4,13.93,2,9,34.73,5.4,0,726.4583333333333,Good
58,43673.93,Employed,High School,Divorced,1,77.24,1,3,14.06,7.2,0,728.6933333333334,Good
61,45292.58,Retired,Bachelor,Married,2,24.88,2,5,10.47,8.5,0,730.0699999999999,Good
22,94415.61,Unemployed,Master,Divorced,1,18.3,2,11,13.22,7.0,0,729.4433333333334,Good
27,141281.95,Retired,Master,Single,4,34.94,2,5,26.26,16.6,0,679.7766666666666,Good
51,137765.84,Retired,PhD,Single,3,15.26,2,14,14.66,10.7,0,672.4833333333333,Good
36,114187.19,Employed,High School,Married,1,64.4,4,7,12.01,8.9,0,684.7966666666666,Good
54,71564.42,Self-Employed,Bachelor,Divorced,0,37.55,4,6,44.04,11.8,0,725.5450000000001,Good
34,89479.27,Employed,PhD,Single,3,26.25,0,8,43.99,5.5,0,736.2116666666667,Good
61,45292.58,Retired,Bachelor,Married,2,24.88,2,5,10.47,8.5,0,730.0699999999999,Good
22,94415.61,Unemployed,Master,Divorced,1,18.3,2,11,13.22,7.0,0,729.4433333333334,Good
24,94271.46,Unemployed,Master,Single,1,26.71,2,11,57.08,13.4,0,710.6183333333333,Good
23,107112.48,Retired,Master,Divorced,3,44.92,1,4,34.0,4.2,0,701.2066666666666,Good
51,137765.84,Retired,PhD,Single,3,15.26,2,14,14.66,10.7,0,672.4833333333333,Good
49,62370.31,Unemployed,PhD,Divorced,4,65.61,0,11,27.88,15.6,0,675.9016666666668,Good
27,88444.9,Retired,High School,Married,4,15.23,2,1,42.73,17.3,0,694.1416666666667,Good
26,105906.62,Self-Employed,PhD,Married,3,38.01,3,4,45.14,19.3,1,671.9483333333334,Good
56,40707.37,Unemployed,Bachelor,Married,4,7.02,0,7,24.94,12.5,0,738.1766666666666,Good
67,84751.8,Employed,High School,Married,0,56.55,3,6,35.28,12.0,0,708.965,Good
59,132957.08,Unemployed,Master,Married,3,6.66,0,6,36.54,9.8,0,729.49,Good
31,33855.23,Retired,Bachelor,Divorced,3,60.48,0,11,30.71,14.8,0,696.5233333333333,Good
41,25676.02,Employed,Master,Married,4,38.54,1,13,16.58,1.8,0,683.2033333333334,Good
33,22992.94,Retired,PhD,Married,4,51.08,0,4,52.24,12.2,0,722.0466666666667,Good
60,33387.59,Unemployed,High School,Single,1,51.9,1,14,9.91,5.2,0,688.7466666666667,Good
55,64341.7,Retired,Bachelor,Married,3,36.87,1,11,9.13,4.9,0,695.5216666666668,Good
23,107112.48,Retired,Master,Divorced,3,44.92,1,4,34.0,4.2,0,701.2066666666666,Good
45,126593.1,Employed,High School,Divorced,3,40.79,0,5,49.32,9.5,0,711.165,Good
44,46046.69,Unemployed,Bachelor,Single,4,59.21,1,11,28.8,5.1,0,728.795,Good
41,25676.02,Employed,Master,Married,4,38.54,1,13,16.58,1.8,0,683.2033333333334,Good
49,107859.36,Employed,PhD,Single,0,33.35,1,11,16.59,9.6,0,718.7950000000001,Good
22,94415.61,Unemployed,Master,Divorced,1,18.3,2,11,13.22,7.0,0,729.4433333333334,Good
34,89479.27,Employed,PhD,Single,3,26.25,0,8,43.99,5.5,0,736.2116666666667,Good
67,84751.8,Employed,High School,Married,0,56.55,3,6,35.28,12.0,0,708.965,Good
32,96584.11,Unemployed,High School,Married,0,31.74,3,3,7.67,14.5,0,671.5733333333334,Good
65,104566.51,Employed,Master,Single,2,45.17,1,4,31.53,4.9,0,706.905,Good
46,101246.88,Retired,PhD,Divorced,1,36.13,3,14,49.99,1.6,0,677.2716666666666,Good
20,76375.19,Retired,High School,Divorced,4,19.57,0,9,47.37,14.9,0,682.4250000000001,Good
28,101218.97,Retired,Master,Single,2,8.52,3,5,51.03,6.0,0,737.73,Good
55,64341.7,Retired,Bachelor,Married,3,36.87,1,11,9.13,4.9,0,695.5216666666668,Good
31,129015.73,Retired,PhD,Single,3,13.97,1,9,53.85,7.7,0,672.0649999999999,Good
33,34159.38,Retired,Bachelor,Married,1,20.52,3,2,34.95,11.4,0,695.09,Good
54,33287.65,Retired,Bachelor,Single,2,46.88,2,8,54.42,10.8,0,691.42,Good
49,107859.36,Employed,PhD,Single,0,33.35,1,11,16.59,9.6,0,718.7950000000001,Good
31,33855.23,Retired,Bachelor,Divorced,3,60.48,0,11,30.71,14.8,0,696.5233333333333,Good
59,121596.88,Employed,Master,Single,2,72.02,0,1,43.87,4.2,0,700.3666666666667,Good
54,92888.04,Self-Employed,Master,Divorced,0,33.85,2,12,22.69,11.4,0,710.5116666666667,Good
25,69931.78,Self-Employed,Bachelor,Divorced,1,28.49,2,8,46.98,3.7,0,670.095,Good
54,129398.86,Self-Employed,PhD,Divorced,1,49.18,1,3,15.85,18.9,0,729.1266666666667,Good
61,45292.58,Retired,Bachelor,Married,2,24.88,2,5,10.47,8.5,0,730.0699999999999,Good
46,103063.42,Self-Employed,Bachelor,Single,4,36.16,1,10,47.97,6.6,0,715.93,Good
41,35961.0,Employed,PhD,Divorced,1,56.04,4,8,35.68,14.1,0,685.0866666666667,Good
51,137765.84,Retired,PhD,Single,3,15.26,2,14,14.66,10.7,0,672.4833333333333,Good
64,83854.22,Unemployed,PhD,Single,1,54.33,0,2,42.25,16.8,0,678.7516666666668,Good
60,33387.59,Unemployed,High School,Single,1,51.9,1,14,9.91,5.2,0,688.7466666666667,Good
34,89479.27,Employed,PhD,Single,3,26.25,0,8,43.99,5.5,0,736.2116666666667,Good
36,89742.58,Employed,Master,Single,2,59.79,0,3,44.9,9.3,0,691.1383333333333,Good
49,62370.31,Unemployed,PhD,Divorced,4,65.61,0,11,27.88,15.6,0,675.9016666666668,Good
33,69299.72,Employed,Master,Divorced,3,16.54,4,11,5.32,11.3,0,721.9566666666667,Good
31,142759.47,Self-Employed,High School,Divorced,2,55.52,0,10,55.1,11.5,0,695.8733333333333,Good
54,113799.27,Retired,Master,Divorced,0,5.83,2,3,17.96,5.8,0,728.0983333333334,Good
42,77334.18,Employed,Bachelor,Single,0,10.05,3,5,16.38,5.0,0,693.515,Good
26,96318.87,Unemployed,High School,Divorced,0,22.0,0,2,34.02,2.0,0,722.66,Good
64,133338.26,Retired,PhD,Single,1,57.57,2,3,59.54,5.5,0,689.3683333333333,Good
69,26252.3,Employed,Master,Married,4,15.18,2,11,9.28,1.2,0,674.3166666666666,Good
44,59110.9,Employed,PhD,Single,4,61.38,0,5,12.6,5.7,0,671.1099999999999,Good
42,49555.63,Retired,High School,Divorced,4,12.39,1,6,54.88,7.2,0,675.5116666666667,Good
31,97873.82,Unemployed,High School,Single,2,57.36,3,6,41.62,7.2,0,703.4466666666667,Good
69,89356.55,Employed,Master,Single,3,13.36,2,2,22.64,8.8,0,694.7733333333334,Good
59,132957.08,Unemployed,Master,Married,3,6.66,0,6,36.54,9.8,0,729.49,Good
53,127483.85,Self-Employed,Bachelor,Single,1,21.12,4,7,33.86,19.7,0,690.1533333333333,Good
37,87760.44,Self-Employed,Bachelor,Divorced,4,13.93,2,9,34.73,5.4,0,726.4583333333333,Good
59,20335.92,Employed,Bachelor,Divorced,3,65.99,0,6,8.61,10.5,0,714.135,Good
20,76375.19,Retired,High School,Divorced,4,19.57,0,9,47.37,14.9,0,682.4250000000001,Good
67,84751.8,Employed,High School,Married,0,56.55,3,6,35.28,12.0,0,708.965,Good
59,132957.08,Unemployed,Master,Married,3,6.66,0,6,36.54,9.8,0,729.49,Good
26,105906.62,Self-Employed,PhD,Married,3,38.01,3,4,45.14,19.3,1,671.9483333333334,Good
65,104566.51,Employed,Master,Single,2,45.17,1,4,31.53,4.9,0,706.905,Good
56,62776.68,Self-Employed,PhD,Divorced,2,12.31,4,4,27.73,18.2,0,738.6016666666667,Good
60,33387.59,Unemployed,High School,Single,1,51.9,1,14,9.91,5.2,0,688.7466666666667,Good
44,46046.69,Unemployed,Bachelor,Single,4,59.21,1,11,28.8,5.1,0,728.795,Good
26,105906.62,Self-Employed,PhD,Married,3,38.01,3,4,45.14,19.3,1,671.9483333333334,Good
63,121844.95,Retired,PhD,Married,3,40.74,2,1,30.4,8.3,0,727.4966666666667,Good
44,92449.7,Employed,Bachelor,Divorced,1,24.84,3,14,35.9,18.8,0,716.6133333333333,Good
44,46046.69,Unemployed,Bachelor,Single,4,59.21,1,11,28.8,5.1,0,728.795,Good
44,46046.69,Unemployed,Bachelor,Single,4,59.21,1,11,28.8,5.1,0,728.795,Good
65,104566.51,Employed,Master,Single,2,45.17,1,4,31.53,4.9,0,706.905,Good
58,88254.1,Employed,Master,Divorced,2,29.28,1,6,50.07,18.0,0,701.67,Good
51,145075.86,Unemployed,Bachelor,Married,3,18.28,1,8,56.42,14.1,0,674.0533333333334,Good
46,103063.42,Self-Employed,Bachelor,Single,4,36.16,1,10,47.97,6.6,0,715.93,Good
22,101739.43,Retired,PhD,Single,1,13.69,2,9,34.8,7.0,0,682.555,Good
53,127483.85,Self-Employed,Bachelor,Single,1,21.12,4,7,33.86,19.7,0,690.1533333333333,Good
45,126593.1,Employed,High School,Divorced,3,40.79,0,5,49.32,9.5,0,711.165,Good
45,29091.11,Unemployed,High School,Married,4,35.32,3,3,27.26,8.3,0,709.2533333333333,Good
49,62370.31,Unemployed,PhD,Divorced,4,65.61,0,11,27.88,15.6,0,675.9016666666668,Good
47,130652.65,Retired,PhD,Single,3,67.73,0,9,31.69,3.5,0,711.5716666666666,Good
27,88444.9,Retired,High School,Married,4,15.23,2,1,42.73,17.3,0,694.1416666666667,Good
69,26252.3,Employed,Master,Married,4,15.18,2,11,9.28,1.2,0,674.3166666666666,Good
24,94271.46,Unemployed,Master,Single,1,26.71,2,11,57.08,13.4,0,710.6183333333333,Good
49,62370.31,Unemployed,PhD,Divorced,4,65.61,0,11,27.88,15.6,0,675.9016666666668,Good
56,31539.76,Retired,Master,Divorced,3,13.5,4,13,52.89,9.4,0,708.62,Good
56,31539.76,Retired,Master,Divorced,3,13.5,4,13,52.89,9.4,0,708.62,Good
47,33870.9,Retired,PhD,Single,0,27.17,3,14,13.52,10.5,0,703.9083333333333,Good
45,27599.1,Employed,Master,Divorced,3,68.43,2,12,15.64,2.2,0,707.5716666666666,Good
44,104924.19,Unemployed,Master,Divorced,1,35.84,1,9,27.53,3.9,0,700.9033333333334,Good
27,141281.95,Retired,Master,Single,4,34.94,2,5,26.26,16.6,0,679.7766666666666,Good
58,73232.12,Self-Employed,High School,Single,2,28.8,2,1,5.7,13.4,0,675.7,Good
36,31651.42,Employed,PhD,Divorced,0,65.87,1,10,28.7,10.8,0,730.4983333333333,Good
24,100255.73,Retired,PhD,Married,2,19.47,1,6,11.65,12.0,0,713.3816666666667,Good
32,96584.11,Unemployed,High School,Married,0,31.74,3,3,7.67,14.5,0,671.5733333333334,Good
51,137765.84,Retired,PhD,Single,3,15.26,2,14,14.66,10.7,0,672.4833333333333,Good
29,62436.36,Unemployed,Bachelor,Divorced,0,15.65,2,6,35.29,10.5,0,700.4116666666666,Good
39,97777.19,Employed,Bachelor,Divorced,2,24.09,4,11,25.17,12.5,0,701.565,Good
51,145075.86,Unemployed,Bachelor,Married,3,18.28,1,8,56.42,14.1,0,674.0533333333334,Good
42,49555.63,Retired,High School,Divorced,4,12.39,1,6,54.88,7.2,0,675.5116666666667,Good
36,89742.58,Employed,Master,Single,2,59.79,0,3,44.9,9.3,0,691.1383333333333,Good
